property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,super_builtup_area,builtup_area,carpet_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,signature global park,sohna road,0.55,6690.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,East,Undefined,Z68976822,,,822.0,0,0,0,0,0,0,58
flat,the lions cghs,sector 56,2.1,8750.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,8.0,West,Undefined,S70149132,2400.0,2200.0,2000.0,0,0,0,0,1,2,166
flat,shree vardhman victoria,sector 70,1.1,8461.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 788 sq.ft. (73.21 sq.m.),2,2,2,0.0,West,New Property,A70028014,1300.0,,788.0,1,0,0,0,0,0,49
flat,krrish provence estate,gwal pahari,5.25,9051.0,5800.0,Super Built up area 5800(538.84 sq.m.),4,5,3+,2.0,North-East,New Property,I68212060,5800.0,,,1,1,0,1,0,0,49
house,vipul tatvam villa,sector 48,7.69,24069.0,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Undefined,L68774854,,3195.0,,1,1,1,1,0,2,110
flat,dlf new town heights,sector 90,1.51,6387.0,2364.0,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4,4,3+,6.0,South,Undefined,G69632410,2364.0,2362.0,2360.0,0,1,0,1,0,2,142
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11666.0,1200.0,Super Built up area 1368(127.09 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,0.0,North,Undefined,M61974474,1368.0,,1200.0,0,0,0,0,0,0,80
house,housing board colony,sector 28,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,Undefined,G68229004,,1800.0,,0,1,0,0,1,2,22
flat,ansal heights 86,sector 86,0.67,5100.0,1314.0,Super Built up area 1360(126.35 sq.m.),2,2,1,10.0,,Undefined,J69288890,1360.0,,,0,0,0,0,0,0,115
flat,tata primanti,sector 72,6.5,15294.0,4250.0,Super Built up area 4250(394.84 sq.m.),4,4,3+,0.0,East,Undefined,R69667342,4250.0,,,1,1,0,1,0,0,67
flat,adani aangan galleria,sector 89,0.42,4941.0,850.0,Super Built up area 850(78.97 sq.m.),2,2,2,3.0,,Undefined,S70051996,850.0,,,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.85,6724.0,1264.0,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,3,10.0,,New Property,U63503734,1264.0,,730.0,0,0,0,0,0,0,72
flat,city shri ram apartments 1,sector 110,0.22,3666.0,600.0,Super Built up area 600(55.74 sq.m.),2,1,1,1.0,,Undefined,F67426494,600.0,,,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.38,8972.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,East,Undefined,F69407494,1538.0,,,0,0,0,0,0,0,157
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,10.0,,Undefined,Q68462640,,1570.0,1099.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.01,9156.0,1103.0,Carpet area: 1103 (102.47 sq.m.),2,2,2,4.0,,Under Construction,P68810298,,,1103.0,1,0,0,0,0,0,38
flat,emaar palm gardens,sector 83,1.8,9473.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,South,Undefined,K69430594,1900.0,,1240.04,0,0,0,1,0,2,97
flat,orchid island,sector 51,1.7,10651.0,1596.0,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,Undefined,V69789902,,,1596.0,0,1,1,0,0,0,90
flat,m3m heights,sector 65,2.33,18477.0,1261.0,Super Built up area 1261(117.15 sq.m.),2,2,3,35.0,North-East,Under Construction,E68308908,1261.0,,,0,0,0,0,0,2,49
flat,emaar mgf palm hills,sector 77,1.5,12744.0,1177.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,3,3,4.0,North-East,Undefined,R68567906,1450.0,,1177.0,0,0,0,0,0,2,97
flat,m3m capital,sector 113,2.87,12489.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,3.0,North-East,Under Construction,Y69960736,,,2298.0,0,0,0,1,0,0,65
flat,ireo skyon,sector 60,3.05,12788.0,2385.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,9.0,South-East,Undefined,O69439788,2385.0,2300.0,2200.0,0,0,0,1,0,2,165
flat,bestech park view grand spa,sector 81,2.3,8646.0,2660.0,Super Built up area 2660(247.12 sq.m.)Built Up area: 2280 sq.ft. (211.82 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,3+,7.0,East,Undefined,E69343314,2660.0,2280.0,1950.0,0,0,0,1,0,2,49
flat,dlf the ultima,sector 81,2.7,12802.0,2109.0,Carpet area: 2109 (195.93 sq.m.),3,3,3,15.0,North,Undefined,S69555438,,,2109.0,0,0,0,1,0,2,49
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.0,917.0,Carpet area: 900 (83.61 sq.m.),2,2,1,3.0,East,Undefined,O66013964,,,900.0,0,0,0,0,0,0,70
flat,godrej aria,sector 79,0.96,13296.0,722.0,Super Built up area 1351(125.51 sq.m.)Carpet area: 722 sq.ft. (67.08 sq.m.),2,2,3,8.0,North-East,Undefined,B69923090,1351.0,,722.0,0,0,0,0,0,0,49
flat,ild greens,sector 37c,1.05,7500.0,1400.0,Super Built up area 1875(174.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,,New Property,G59853278,1875.0,1500.0,1400.0,0,0,0,0,0,2,5
flat,parsvnath green ville,sector 48,1.86,7654.0,2430.0,Super Built up area 2430(225.75 sq.m.),3,3,3+,6.0,North,Undefined,K67331462,2430.0,,,0,0,0,1,0,2,94
flat,sahara grace,sector 28,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4,5,3+,5.0,East,Undefined,A69275510,3764.0,,,0,0,0,1,1,2,8
flat,smart world orchard,sector 61,2.55,15644.0,1630.0,Carpet area: 1630 (151.43 sq.m.),3,3,2,4.0,,Undefined,J69756200,,,1630.0,0,0,0,0,1,0,30
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,1963.0,Super Built up area 1963(182.37 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,6.0,South-East,Undefined,A69430888,1963.0,,1700.0,0,0,0,1,0,0,28
flat,huda housing board society,sector 52,0.45,9745.0,462.0,Carpet area: 461.77 (42.9 sq.m.),1,1,0,0.0,North-West,Undefined,Y57082274,,,461.77130999999997,0,1,0,0,0,2,43
flat,indiabulls centrum park,sector 103,1.35,7541.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,3,3+,3.0,North-East,Undefined,J69502274,1790.0,,,1,0,0,0,0,2,168
flat,shapoorji pallonji joyville gurugram,sector 102,2.04,14068.0,1450.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3+,1.0,South,Undefined,R61974850,1852.0,,1450.0,0,0,0,0,0,0,72
flat,lotus homz,sector 111,0.5,14838.0,337.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,2.0,,Undefined,F70175862,,,336.91007,0,0,0,0,0,1,72
house,independent,sector 28,12.0,42194.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Undefined,A69428298,,2844.0,,0,1,1,1,0,2,60
house,independent,sector 105,0.6,11102.0,540.0,Plot area 60(50.17 sq.m.),8,4,3,3.0,West,New Property,S67594896,,540.0,,0,0,0,0,0,0,17
flat,project krishna colony,sector 7,0.36,5142.0,700.0,Built Up area: 700 (65.03 sq.m.),2,2,1,0.0,,Undefined,F63124702,,700.0,,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.87,5965.0,1459.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10.0,,Undefined,U70169458,1457.0,,849.0,1,0,0,0,0,0,72
flat,breez global hill view,sohna road,2.6,46917.0,554.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,6.0,,New Property,Z62308464,,,554.1255719999999,0,0,0,0,0,0,42
flat,dlf the primus,sector 82a,2.25,10714.0,2100.0,Carpet area: 2100 (195.1 sq.m.),3,3,3+,29.0,East,Undefined,Y62594040,,,2100.0,0,0,0,1,0,1,72
flat,emaar imperial gardens,sector 102,1.7,8395.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,3+,8.0,North-East,Undefined,M69505648,2025.0,1750.0,1600.0,0,1,0,1,0,2,174
flat,indiabulls centrum park,sector 103,1.2,8432.0,1423.0,Super Built up area 1423(132.2 sq.m.),2,2,3,3.0,North-East,Undefined,V68887136,1423.0,,,0,0,0,0,0,0,26
flat,ireo skyon,sector 60,2.15,23344.0,921.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 921 sq.ft. (85.56 sq.m.),2,3,2,5.0,East,Undefined,W69182584,1524.0,1250.0,921.0,0,0,0,1,0,2,49
flat,pareena coban residences,sector 99a,1.3,6510.0,1997.0,Built Up area: 1997 (185.53 sq.m.),3,3,0,16.0,,Undefined,O68022476,,1997.0,,0,0,0,0,0,0,0
house,dlf alameda,sector 73,17.0,35109.0,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Undefined,I69434116,,9000.0,,1,1,1,1,0,1,87
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,North-East,Undefined,L32300223,1380.0,1300.0,1200.0,0,0,0,0,0,0,78
flat,m3m woodshire,sector 107,1.7,6141.0,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,9.0,South,Undefined,D59910562,2768.0,,,0,0,0,1,0,0,79
flat,experion the heartsong,sector 108,1.3,8344.0,1558.0,Super Built up area 1758(163.32 sq.m.)Carpet area: 1558 sq.ft. (144.74 sq.m.),3,3,3+,7.0,South-West,Undefined,P69141374,1758.0,,1558.0,1,0,0,0,0,0,150
flat,ireo the corridors,sector 67a,1.6,9264.0,1727.0,Super Built up area 1727(160.44 sq.m.)Carpet area: 1017 sq.ft. (94.48 sq.m.),3,3,2,3.0,North,New Property,V69440184,1727.0,,1017.0,0,0,1,0,0,2,142
flat,shree arihant apartment,sector 54,1.55,8611.0,1800.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,3,3.0,North-East,Undefined,U69772026,2000.0,1900.0,1800.0,0,0,0,1,0,2,109
flat,godrej habitat,sector 3,1.2,8310.0,1444.0,Super Built up area 1444(134.15 sq.m.),2,2,3,0.0,,Under Construction,J67814918,1444.0,,,0,0,0,0,0,0,60
flat,bestech park view residency,sector 2,1.01,7137.0,1415.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Undefined,C70072076,1415.0,,,0,0,0,0,0,0,92
flat,pioneer araya,sector 62,9.14,19488.0,4690.0,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,East,Undefined,N69067750,4690.0,,3258.0,1,0,1,1,0,2,146
flat,eldeco accolade,sohna road,0.95,6178.0,1538.0,Super Built up area 1457(135.36 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,8.0,South,Under Construction,T36802743,1457.0,1050.0,849.0,1,0,0,0,1,0,72
flat,alpha corp gurgaonone,sector 84,1.2,9448.0,1270.0,Super Built up area 1270(117.99 sq.m.),2,2,1,6.0,South-West,Undefined,Z61134056,1270.0,,,0,0,0,0,0,0,13
flat,shyam sadan,sector 3 phase 2,0.55,6470.0,850.0,Carpet area: 700 (65.03 sq.m.),2,2,1,4.0,West,Undefined,B68487870,,,700.0,1,0,0,0,0,2,69
flat,bptp terra,sector 37d,1.49,8105.0,1838.0,Super Built up area 1832(170.2 sq.m.)Carpet area: 1580 sq.ft. (146.79 sq.m.),3,3,3,20.0,North-West,Undefined,H70022084,1832.0,,1580.0,0,0,0,0,1,0,49
flat,ss the leaf,sector 85,1.93,8075.0,2390.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3,4,3,7.0,North-East,Undefined,R65906980,2408.0,2400.0,2390.0,0,0,0,1,0,0,174
flat,dlf park place,sector 54,4.85,25866.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,25.0,South-East,Undefined,Z69409012,1875.0,,,0,0,0,1,0,2,26
flat,microtek greenburg,sector 86,1.65,8707.0,1895.0,Super Built up area 1895(176.05 sq.m.),3,4,3,8.0,North-West,Undefined,J68748272,1895.0,,,0,0,0,1,0,0,124
flat,m3m heights,sector 65,3.0,18000.0,1667.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,South-East,Under Construction,H68313326,1828.0,,,0,0,0,0,0,0,60
flat,tata gurgaon gateway,sector 113,1.75,10443.0,1676.0,Super Built up area 1580(146.79 sq.m.),2,2,2,10.0,North,Undefined,P69588138,1580.0,,,1,0,0,0,0,0,104
flat,orchid petals,sector 49,4.79,11628.0,4119.0,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,South,Undefined,Y70021990,4115.0,,,1,1,0,1,0,0,49
flat,dlf new town heights,sector 86,1.27,6580.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,19.0,South-West,Undefined,B69623152,1930.0,1800.0,1450.0,0,1,0,1,0,0,126
flat,signature global synera,sector 81,0.39,6500.0,600.0,Carpet area: 600 (55.74 sq.m.),2,2,2,6.0,South-West,Undefined,F68280774,,,600.0,0,0,0,0,0,0,37
flat,breez global hill view,sohna road,0.35,6315.0,554.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,T69132466,,,554.1255719999999,0,0,0,0,0,0,53
flat,greenopolis,sector 89,1.3,6806.0,1910.0,Carpet area: 1910 (177.44 sq.m.),3,3,3+,1.0,South-West,New Property,B68526250,,,1910.0,0,0,0,1,0,0,35
flat,hcbs sports ville,sohna road,0.28,3768.0,743.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,11.0,East,Undefined,R68647522,,743.0,643.0,0,0,0,0,0,0,38
flat,shree vardhman victoria,sector 70,1.8,9230.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,2.0,South-West,New Property,Q67976434,1950.0,,1161.0,0,0,0,1,1,0,45
flat,ireo skyon,sector 60,3.75,13392.0,2800.0,Super Built up area 2800(260.13 sq.m.),4,5,3,15.0,South,Undefined,B69175338,2800.0,,,0,0,0,1,0,0,167
house,independent,sector 54,5.5,38194.0,1440.0,Plot area 160(133.78 sq.m.),18,18,3+,4.0,South-West,Undefined,Q69197908,,1440.0,,0,0,0,1,0,1,70
flat,pyramid urban,sector 67a,0.62,11854.0,523.0,Carpet area: 523 (48.59 sq.m.),2,2,2,2.0,South,Undefined,T69865168,,,523.0,0,0,0,0,0,0,64
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,1650.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,3.0,East,Undefined,X69990764,1650.0,1600.0,1250.0,1,0,0,1,0,2,49
flat,eldeco accolade,sohna road,0.72,4975.0,1447.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,12.0,East,Undefined,T69313738,1457.0,,849.0,1,0,0,0,0,0,152
flat,dlf new town heights,sector 90,1.25,8638.0,1447.0,Carpet area: 1447 (134.43 sq.m.),3,4,3+,0.0,North-West,Undefined,C68168492,,,1447.0,0,0,0,1,0,1,31
flat,meditech apartment,sector 56,2.45,8166.0,3000.0,Super Built up area 3000(278.71 sq.m.)Built Up area: 2900 sq.ft. (269.42 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,4,3+,1.0,West,Undefined,W69731300,3000.0,2900.0,2800.0,0,0,0,0,1,2,118
flat,pioneer araya,sector 62,9.2,19943.0,4613.0,Super Built up area 4613(428.56 sq.m.)Carpet area: 3203 sq.ft. (297.57 sq.m.),4,6,3,5.0,South,Undefined,M69843270,4613.0,,3203.0,0,1,0,1,0,2,156
flat,signature global the millennia,sector 37d,0.65,10906.0,596.0,Super Built up area 650(60.39 sq.m.)Carpet area: 596 sq.ft. (55.37 sq.m.),2,2,3,0.0,,New Property,X69385790,650.0,,596.0,0,0,0,0,0,0,40
flat,central park resorts,sector 48,15.0,22388.0,6700.0,Carpet area: 6700 (622.45 sq.m.),5,6,3+,17.0,,Undefined,G69746434,,,6700.0,1,1,0,1,0,1,45
house,dlf city phase 1,sector 26,4.5,33333.0,1350.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,Undefined,L70280308,,1350.0,,1,0,0,1,0,0,70
flat,signature global solera,sector 107,0.49,8222.0,596.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2,2,1,8.0,South-West,Undefined,Y69403834,602.0,598.0,,0,0,0,0,1,1,49
flat,sidhartha ncr one phase,sector 95,0.55,4867.0,1130.0,Carpet area: 1130 (104.98 sq.m.),2,2,2,14.0,,New Property,V66344198,,,1130.0,1,0,0,0,0,0,90
flat,pyramid urban,sector 67a,0.53,8967.0,591.0,Carpet area: 591 (54.91 sq.m.),2,2,1,6.0,West,Undefined,F69850864,,,591.0,0,0,0,0,1,2,49
house,independent,sector 11,,,,Plot area 1000(92.9 sq.m.),2,2,1,1.0,,Undefined,I69514276,,1000.0,,0,0,0,0,0,0,0
flat,4s aradhya homes,sector 67a,1.9,8863.0,2144.0,Super Built up area 2200(204.39 sq.m.),4,4,3,3.0,,New Property,I68708876,2200.0,,,0,0,0,0,0,2,62
flat,signature global grand iva,sector 103,0.23,6527.0,352.0,Carpet area: 360 (33.45 sq.m.),1,1,1,4.0,North-East,Undefined,Y66925870,,,360.0,0,0,0,0,0,0,23
flat,microtek greenburg,sector 86,1.3,15294.0,850.0,Carpet area: 850 (78.97 sq.m.),2,3,3,5.0,North-East,Undefined,Z70028220,,,850.0,1,0,0,0,0,2,45
flat,hsiidc sidco aravali,manesar,0.86,3323.0,2588.0,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),3,3,3+,3.0,South,Undefined,Y70128916,2588.0,1900.0,1877.0,0,0,0,1,0,0,81
flat,dlf the skycourt,sector 86,1.56,8087.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1580 sq.ft. (146.79 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3+,17.0,South-West,Undefined,L69657426,1929.0,1580.0,1450.0,0,0,1,0,0,0,174
flat,bestech park view sanskruti,sector 92,1.6,7547.0,2120.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,East,Undefined,P69879580,2120.0,,1450.0,0,0,0,1,0,2,60
flat,central park flower valley,sector 33,2.5,13270.0,1884.0,Carpet area: 1884 (175.03 sq.m.),3,3,2,1.0,,Undefined,X69058016,,,1884.0,0,0,0,0,0,0,66
house,independent,sector 9,3.2,13519.0,2367.0,Plot area 263(219.9 sq.m.),3,3,2,1.0,East,Undefined,H70047328,,2367.0,,0,0,0,0,0,2,36
flat,the lions cghs,sector 56,2.09,8708.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3+,7.0,East,Undefined,R69165780,2400.0,2300.0,2200.0,0,0,0,0,1,2,125
flat,tulip ivory,sector 70,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,5,3+,7.0,North-East,Undefined,T68593666,2400.0,,1950.0,0,0,0,1,0,2,174
flat,shree vardhman victoria,sector 70,1.65,8461.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,12.0,North,Undefined,F69682456,1950.0,,,0,0,1,1,0,0,56
flat,tulip violet,sector 69,1.4,8920.0,1570.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,East,Undefined,D69354824,1568.0,,,0,1,0,0,0,0,86
flat,orchid petals,sector 49,4.16,11700.0,3556.0,Super Built up area 3557(330.46 sq.m.),5,4,3+,14.0,East,Undefined,Z70022144,3557.0,,,1,0,0,1,0,0,40
flat,tata primanti,sector 72,5.0,11111.0,4500.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,Undefined,X69887156,,4500.0,3500.0,1,1,0,1,1,2,174
flat,paras dews,sector 106,1.0,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North-East,New Property,Z70158006,1385.0,940.0,845.0,0,0,0,0,0,2,21
flat,vatika lifestyle homes,sector 83,1.1,6267.0,1755.0,Super Built up area 1755(163.04 sq.m.),3,3,2,8.0,South,Undefined,Y69590980,1755.0,,,1,1,1,0,0,2,174
house,unitech espace,sector 50,7.45,34491.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 4500 sq.yards (3762.57 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),4,4,3,3.0,,Undefined,J69166182,,4500.0,4000.0,0,0,0,1,0,2,59
flat,emaar gurgaon greens,sector 102,1.38,13495.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,Undefined,O67892682,1650.0,,1022.58,0,0,0,1,0,2,128
house,ansal sushant lok 2,sector 56,3.4,22222.0,1530.0,Plot area 170(142.14 sq.m.),6,6,3+,2.0,West,Undefined,U69735660,,1530.0,,0,0,0,0,0,2,29
flat,ss the leaf,sector 85,1.98,8256.0,2398.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),3,4,3,12.0,West,Undefined,D67564426,2408.0,2399.0,2398.0,0,0,1,0,0,0,174
house,independent,sector 108,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1,1,0,1.0,,Undefined,K66384020,,2680.0,,0,0,0,0,0,0,0
flat,pyramid urban homes 2,sector 86,0.5,8319.0,601.0,Carpet area: 601 (55.83 sq.m.),2,2,1,2.0,East,Undefined,D69281892,,,601.0,0,0,0,0,0,0,35
house,independent,sector 3,1.5,10288.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,,,Undefined,H8775691,,210.0,,0,0,0,0,0,0,0
house,unitech uniworld resorts,sector 33,,,,Plot area 502(419.74 sq.m.),5,7,3+,3.0,South-East,Undefined,H66359240,,502.0,,0,0,0,1,0,0,87
flat,tulip violet,sector 69,1.28,8111.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,12.0,South-West,Undefined,V69393430,1578.0,,,0,1,0,0,0,2,49
house,independent,sector 3,0.37,7916.0,467.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1.0,,Undefined,W68961024,,480.0,,0,0,0,0,0,0,0
house,palam vihar extension west zone rwa,sector 2,0.65,5777.0,1125.0,Plot area 1125(104.52 sq.m.),2,2,1,1.0,North,Undefined,E60561574,,1125.0,,0,0,1,0,0,0,23
house,independent,sector 4,0.8,11852.0,675.0,Plot area 75(62.71 sq.m.),5,3,1,2.0,,Undefined,L59493940,,675.0,,0,0,0,0,0,0,0
house,independent,sector 57,3.49,20197.0,1728.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,Undefined,L69405836,,1728.0,,1,1,0,1,0,2,49
flat,conscient heritage max,sector 102,1.7,11333.0,1500.0,Super Built up area 1942(180.42 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,8.0,North-East,Undefined,T69713280,1942.0,1700.0,1500.0,0,1,0,1,0,2,174
house,independent,sector 8,0.59,10085.0,585.0,Plot area 585(54.35 sq.m.),2,2,2,2.0,,Undefined,W64166806,,585.0,,0,0,0,0,1,0,7
flat,emaar mgf palm terraces,sector 66,4.5,10599.0,4246.0,Super Built up area 3670(340.95 sq.m.),5,5,3+,11.0,,New Property,N37432221,3670.0,,,0,0,0,1,0,0,105
flat,the cocoon,dwarka expressway,2.0,13333.0,1500.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,New Property,O68844702,1500.0,,,0,0,0,0,0,0,0
flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,3.0,North,Undefined,J65861506,1350.0,,,1,0,0,0,0,0,106
flat,mapsko casa bella,sector 82,0.86,8120.0,1059.0,Super Built up area 1430(132.85 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3,5.0,South,Undefined,Y69685674,1430.0,,1056.0,1,0,0,0,0,2,120
flat,umang monsoon breeze,sector 78,1.1,5055.0,2176.0,Built Up area: 2176 (202.16 sq.m.),3,3,3+,9.0,,Undefined,I66729154,,2176.0,,0,0,0,1,0,0,80
house,independent,sector 4,0.65,92857.0,70.0,Plot area 70(6.5 sq.m.),1,1,1,1.0,South-East,Undefined,A69481490,,70.0,,0,0,0,0,1,0,21
flat,bptp pedestal,sector 70a,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4,3,3,2.0,East,New Property,M67065850,,,1900.0,0,0,1,0,0,0,133
house,unitech uniworld resorts,sector 33,11.75,23240.0,5056.0,Plot area 502(419.74 sq.m.),5,7,3+,3.0,East,Undefined,S66359294,,502.0,,0,0,0,1,0,0,80
house,emaar mgf marbella,sector 66,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),5,5,3+,3.0,East,New Property,G55931988,,3240.0,,0,1,1,1,0,2,106
flat,signature global solera,sector 107,0.28,5674.0,493.0,Carpet area: 489 (45.43 sq.m.),2,2,2,6.0,West,Undefined,E69217168,,,489.0,0,0,0,0,0,0,45
