property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,super_builtup_area,builtup_area,carpet_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,bestech park view ananda,sector 81,1.45,8011.0,1810.0,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,8.0,North,Undefined,G68629204,1810.0,1650.0,1500.0,0,0,0,0,1,2,128
flat,central park resorts,sector 48,5.15,20900.0,2464.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,North-West,Undefined,R68495434,2464.0,2364.0,2264.0,0,0,0,1,0,1,53
flat,pioneer araya,sector 62,9.95,20995.0,4739.0,Super Built up area 4739(440.27 sq.m.)Carpet area: 3219 sq.ft. (299.05 sq.m.),4,6,3,12.0,South-East,Undefined,X69844094,4739.0,,3219.0,0,1,0,1,0,2,138
house,unitech palms south city 1,sector 41,9.25,28549.0,3240.0,Plot area 3240(301.01 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.)Carpet area: 4500 sq.ft. (418.06 sq.m.),9,9,3+,4.0,North,Undefined,G70038692,,5000.0,4500.0,1,1,1,1,0,2,65
house,independent,sector 15,1.07,11888.0,900.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,,Undefined,T68571922,,900.0,,0,0,0,1,0,0,7
flat,ss the leaf,sector 85,2.13,7574.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,6.0,North,Undefined,K70087544,2812.0,2600.0,2400.0,0,0,0,0,0,0,49
flat,conscient heritage max,sector 102,2.2,10237.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,9.0,South-East,Undefined,A70043684,2149.0,,,1,0,0,1,0,0,125
flat,ss the leaf,sector 85,2.0,8305.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3,8.0,East,Undefined,G69751862,2408.0,,,0,0,0,1,0,0,21
flat,dlf new town heights,sector 90,1.2,6217.0,1930.0,Carpet area: 1930 (179.3 sq.m.),3,3,3+,8.0,North-West,Undefined,T54190560,,,1930.0,0,1,0,1,0,0,59
house,international city by sobha phase 2,sector 109,7.0,12963.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,Undefined,O61456382,,5400.0,,0,0,0,0,0,2,102
flat,signature global park,sohna road,0.65,7907.0,822.0,Carpet area: 822 (76.37 sq.m.),2,1,2,3.0,,Undefined,F69195960,,,822.0,0,0,0,0,0,0,87
flat,bestech park view ananda,sector 81,0.88,8042.0,1094.0,Super Built up area 1360(126.35 sq.m.)Carpet area: 1094 sq.ft. (101.64 sq.m.),2,2,3,8.0,West,Undefined,E64877088,1360.0,,1094.0,1,0,0,0,0,2,95
house,independent,sector 4,0.58,86567.0,67.0,Plot area 67(6.22 sq.m.),2,2,1,2.0,West,Undefined,L69410538,,67.0,,0,1,0,0,1,0,7
flat,bptp terra,sector 37d,1.6,7302.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,Undefined,U69144266,2191.0,2000.0,1800.0,0,0,0,0,1,2,139
flat,indiabulls centrum park,sector 103,2.45,8521.0,2875.0,Super Built up area 2875(267.1 sq.m.),4,6,3,5.0,,Undefined,V69714126,2875.0,,,0,0,0,1,0,0,38
house,vipul tatvam villa,sector 48,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Undefined,Y66682764,,4000.0,,1,0,0,1,1,0,49
flat,tulip violet,sector 69,1.52,9632.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,4.0,South-West,Undefined,I69963752,1578.0,,,0,1,0,0,0,2,156
flat,raheja sampada,sector 92,0.9,6569.0,1370.0,Super Built up area 1370(127.28 sq.m.),3,2,3,11.0,East,Undefined,I56902148,1370.0,,,0,0,0,0,0,0,88
flat,dlf new town heights,sector 90,1.6,6768.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,10.0,West,Undefined,X42168161,2364.0,,,0,1,0,1,0,0,88
flat,la vida by tata housing,sector 113,2.35,13352.0,1760.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1930 sq.ft. (179.3 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,3.0,West,Undefined,A69375586,2217.0,1930.0,1760.0,0,0,0,1,0,0,174
flat,bestech park view residency,sector 2,1.51,7869.0,1919.0,Super Built up area 1920(178.37 sq.m.),3,4,3+,7.0,South-West,Undefined,D68401312,1920.0,,,0,0,0,1,0,2,84
flat,ss the leaf,sector 85,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,New Property,P66846646,2408.0,,,0,0,1,0,0,0,107
house,independent,sector 31,9.25,39530.0,2340.0,Plot area 265(221.57 sq.m.)Built Up area: 262 sq.yards (219.07 sq.m.)Carpet area: 260 sq.yards (217.39 sq.m.),12,12,3+,4.0,North-East,New Property,Z69405606,,262.0,260.0,0,1,0,1,1,1,49
house,independent,sector 56,11.5,42032.0,2736.0,Plot area 304(254.18 sq.m.),12,13,3+,4.0,West,Undefined,W69591182,,2736.0,,1,1,0,1,0,2,49
flat,smart world orchard,sector 61,1.47,12782.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,East,Under Construction,A66290520,,,1150.0,1,0,0,0,0,0,31
flat,conscient elevate,sector 59,3.78,16500.0,2291.0,Carpet area: 2295 (213.21 sq.m.),3,3,3,3.0,,Under Construction,B66424320,,,2295.0,0,0,0,0,0,0,31
flat,tulip violet,sector 69,3.05,9664.0,3156.0,Super Built up area 3156(293.2 sq.m.),4,5,3+,14.0,South-West,Undefined,D69392964,3156.0,,,0,0,0,1,1,0,49
flat,smriti apartment,sector 56,0.45,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1,1,2,3.0,,Undefined,X63911142,600.0,,,0,0,0,0,0,0,57
flat,conscient elevate,sector 59,3.9,16993.0,2295.0,Built Up area: 2295 (213.21 sq.m.),3,1,0,0.0,,Undefined,M69058718,,2295.0,,0,0,0,0,0,0,0
house,independent,sector 43,2.15,13030.0,1650.0,Built Up area: 1650 (153.29 sq.m.),1,1,0,1.0,,Undefined,P66222668,,1650.0,,0,0,0,0,0,0,0
flat,sbtl caladium,sector 109,1.63,6404.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,2,8.0,North-West,Undefined,D68723600,2545.0,,,0,0,0,1,0,0,159
flat,nbcc heights,sector 89,1.5,7058.0,2125.0,Super Built up area 2125(197.42 sq.m.),3,3,3,8.0,,Undefined,U69475882,2125.0,,,1,0,0,1,0,0,105
flat,hcbs sports ville,sohna road,0.22,3142.0,700.0,Carpet area: 700 (65.03 sq.m.),1,1,1,1.0,,New Property,U63907494,,,700.0,0,0,0,0,0,0,86
flat,tulsiani easy in homes,sohna road,0.4,6722.0,595.0,Carpet area: 595 (55.28 sq.m.),2,2,3,12.0,,New Property,J68850120,,,595.0,0,0,0,0,0,0,36
flat,signature global city 92,sector 92,0.78,8047.0,969.0,Super Built up area 1197(111.2 sq.m.),2,2,2,2.0,,New Property,G69505944,1197.0,,,0,0,0,0,0,2,47
house,international city by sobha phase 2,sector 109,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),5,6,3+,2.0,North-East,Undefined,U70137636,,3600.0,,1,1,1,1,0,2,147
house,emaar mgf marbella,sector 66,19.0,31666.0,6000.0,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,Undefined,O69714346,,,6000.0,0,1,1,1,0,2,110
flat,dlf new town heights,sector 90,1.15,5958.0,1930.0,Super Built up area 1930(179.3 sq.m.),3,3,3+,9.0,North-West,Undefined,Z42579727,1930.0,,,0,1,0,1,0,0,88
flat,bestech park view sanskruti,sector 92,1.55,7568.0,2048.0,Super Built up area 1995(185.34 sq.m.),3,4,3,16.0,South,Undefined,X58323596,1995.0,,,0,0,0,1,0,2,60
house,independent,sector 26,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Undefined,K69651180,,2700.0,,1,1,1,1,0,1,110
flat,dlf the skycourt,sector 86,1.35,6998.0,1929.0,Super Built up area 1929(179.21 sq.m.),3,3,1,9.0,North-West,Undefined,V68540730,1929.0,,,0,0,0,0,0,0,119
flat,bestech park view city,sector 48,1.76,9909.0,1776.0,Super Built up area 1776(165 sq.m.)Built Up area: 1576 sq.ft. (146.42 sq.m.)Carpet area: 1476 sq.ft. (137.12 sq.m.),3,3,3+,9.0,South,Undefined,K69661456,1776.0,1576.0,1476.0,0,1,0,1,0,2,158
flat,bestech park view grand spa,sector 81,4.0,9523.0,4200.0,Super Built up area 4200(390.19 sq.m.),4,5,3+,15.0,West,Undefined,B68376802,4200.0,,,0,0,0,1,0,2,127
house,greenopolis,sector 89,0.7,5397.0,1297.0,Built Up area: 1297 (120.5 sq.m.),2,2,2,14.0,North-East,Undefined,A67904302,,1297.0,,0,0,0,0,0,0,0
house,uppal southend,sector 49,6.75,32328.0,2088.0,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Undefined,C70413586,,232.0,,0,0,0,1,0,2,26
flat,raheja vedaanta,sector 108,0.7,4522.0,1548.0,Built Up area: 1548 (143.81 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,1.0,West,Undefined,P69699418,,1548.0,1200.0,0,0,0,0,0,0,0
flat,hector trimurti heights,sector 39,1.5,6382.0,2350.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Undefined,K64561472,,,2350.0,0,0,0,1,0,1,49
flat,sidhivinayak apartments,sector 55,1.9,10555.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,3+,9.0,North,Undefined,E68914456,,,1800.0,0,1,0,0,0,1,35
flat,aipl club residences,sector 70a,0.95,10215.0,930.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,11.0,North-East,New Property,T69864884,,930.0,730.0,0,0,0,0,0,2,103
house,unitech escape,sector 50,12.0,37037.0,3240.0,Carpet area: 360 (301.01 sq.m.),5,6,3+,3.0,East,Undefined,X68022614,,,360.0,0,0,0,0,0,0,66
flat,adani m2k oyster grande,sector 102,2.61,10046.0,2598.0,Super Built up area 2598(241.36 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,3,3,14.0,North-East,Undefined,I70030056,2598.0,2200.0,2000.0,1,0,0,1,0,0,21
flat,divya apartments,sector 6,0.6,7594.0,790.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,0,2.0,South-West,Undefined,T60102856,,790.0,750.0,0,0,0,0,0,2,15
flat,supertech araville,sector 79,0.71,6061.0,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3+,17.0,North,New Property,Y61729236,1295.0,,1250.0,0,0,0,0,1,0,53
flat,signature global orchard avenue,sector 93,0.4,7359.0,544.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,New Property,X64712920,,,543.57695,0,0,0,0,0,0,37
flat,ats kocoon,sector 109,2.15,10262.0,2095.0,Super Built up area 2095(194.63 sq.m.),3,4,3,9.0,North,Undefined,Q69510912,2095.0,,,0,0,0,1,0,0,97
flat,sare crescent parc,sector 92,1.44,7068.0,2037.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8.0,,Undefined,F70040864,,,2040.0,0,0,0,0,0,0,37
flat,sukhshanti apartment,sector 56,1.7,7727.0,2200.0,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,4.0,South,Undefined,K69780144,,2200.0,1610.0,1,0,0,0,0,0,49
house,ardee city,sector 52,2.25,16071.0,1400.0,Plot area 2160(200.67 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,4.0,South-East,New Property,F69712868,,1800.0,1400.0,0,0,0,1,0,2,22
flat,ashiana mulberry,sohna road,1.07,6184.0,1730.0,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,7.0,North-East,Undefined,Y69365208,1730.0,1600.0,1300.0,0,0,0,0,0,0,167
flat,emaar mgf palm hills,sector 77,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Undefined,D70080452,1950.0,,,0,0,0,1,0,0,102
flat,bhagwati sadan,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,2,2.0,,Undefined,W68513490,2500.0,2000.0,1750.0,1,0,0,1,1,2,28
house,independent,sector 43,6.5,35400.0,1836.0,Plot area 215(179.77 sq.m.)Built Up area: 215 sq.yards (179.77 sq.m.),5,4,3+,3.0,South-East,Undefined,R67354342,,215.0,,0,1,0,1,0,2,54
house,independent,sector 55,9.19,34037.0,2700.0,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,New Property,V68700636,,2700.0,,0,1,0,1,0,2,49
flat,dlf the belaire,sector 54,7.0,23333.0,3000.0,Super Built up area 3000(278.71 sq.m.),4,6,3+,12.0,East,Undefined,W68384702,3000.0,,,0,1,1,1,0,2,108
flat,tulip violet,sector 69,1.66,8408.0,1974.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,South-East,Undefined,U68361042,1970.0,,,0,1,0,0,0,0,102
house,independent,sector 25,,,,Plot area 250(209.03 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 245 sq.yards (204.85 sq.m.),12,12,3+,4.0,North-East,New Property,V69223312,,260.0,245.0,1,1,0,1,1,1,144
flat,m3m heights,sector 65,2.15,15003.0,1433.0,Built Up area: 1433 (133.13 sq.m.),2,2,3+,28.0,East,Undefined,C68368436,,1433.0,,0,0,0,0,0,0,48
house,dlf city plots,sector 26,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,Undefined,D69943676,,4518.0,,0,1,0,1,1,2,49
flat,bhawna cghs,sector 43,3.25,10156.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,12.0,,Undefined,Q68795508,3200.0,,3000.0,0,1,0,0,0,2,119
flat,experion windchants,sector 112,5.49,11584.0,4739.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.),4,5,3+,5.0,South,Undefined,P60456632,4739.0,3655.35,,0,0,0,1,0,2,168
flat,smart world orchard,sector 61,2.24,14460.0,1549.0,Super Built up area 1549(143.91 sq.m.),3,3,2,3.0,,Undefined,C66720652,1549.0,,,0,0,0,0,1,0,61
flat,millenium bajrang society,sector 43,2.5,9433.0,2650.0,Super Built up area 2650(246.19 sq.m.),4,4,3+,2.0,South,Undefined,B68678214,2650.0,,,0,0,0,0,0,2,94
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,4,3,3.0,South-West,Undefined,E69099512,,,1650.0,1,1,1,1,0,1,174
flat,raheja vanya,sector 99a,0.85,6789.0,1252.0,Super Built up area 1252(116.31 sq.m.),2,2,2,3.0,West,Undefined,Q68429406,1252.0,,,0,0,0,0,0,0,43
flat,corona optus,sector 37c,1.5,6361.0,2358.0,Super Built up area 2358(219.07 sq.m.),3,4,3+,14.0,North-East,New Property,Z42491213,2358.0,,,0,0,0,1,1,0,83
house,independent,sector 56,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),8,8,3+,3.0,North-East,Undefined,A69581888,,3240.0,,1,1,0,1,0,1,42
house,independent,sector 26,10.5,43210.0,2430.0,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 270 sq.yards (225.75 sq.m.),12,12,3+,4.0,North-East,Undefined,A69217974,,300.0,270.0,0,1,0,1,0,2,72
flat,adani aangan arcade,sector 88a,0.45,7194.0,626.0,Carpet area: 625.47 (58.11 sq.m.),2,2,1,8.0,,New Property,S68791370,,,625.490229,0,0,0,0,0,0,14
flat,tulip violet,sector 69,1.7,8445.0,2013.0,Super Built up area 2010(186.74 sq.m.),4,4,2,7.0,West,Undefined,F68278536,2010.0,,,0,0,0,0,0,0,128
flat,tulip purple,sector 69,2.6,10833.0,2400.0,Super Built up area 2400(222.97 sq.m.),4,4,3+,4.0,,Undefined,S69725162,2400.0,,,0,0,0,1,0,0,37
house,dlf city plots phase 2,sector 25,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,Undefined,S69813254,,4518.0,,1,1,1,1,0,0,144
flat,m3m heights,sector 65,2.79,14168.0,1969.0,Super Built up area 1828(169.83 sq.m.),3,3,3,26.0,East,Undefined,J68308392,1828.0,,,0,0,0,0,0,0,15
house,housing board colony,sector 28,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),8,8,3+,4.0,South-East,Undefined,D68648118,,900.0,,0,0,0,0,1,2,38
flat,bestech park view ananda,sector 81,1.15,6927.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3,2,3+,6.0,South,Undefined,X69632472,1660.0,,1282.0,1,0,0,0,0,2,104
flat,vipul lavanya,sector 81,0.64,5261.0,1216.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,12.0,East,Undefined,O67063838,,,1225.0,0,0,0,0,0,2,93
flat,dlf new town heights,sector 86,1.28,8205.0,1560.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1560 sq.ft. (144.93 sq.m.),3,4,3+,12.0,West,Undefined,K67557652,1930.0,,1560.0,0,1,0,1,0,0,96
house,vipul tatvam villa,sector 48,18.5,26428.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,1,1.0,,Undefined,O69199536,,7000.0,,0,0,0,0,0,0,30
house,independent,sector 17a,1.52,19869.0,765.0,Plot area 85(71.07 sq.m.)Built Up area: 105 sq.yards (87.79 sq.m.),2,2,1,1.0,South-East,Undefined,W62127086,,105.0,,0,0,0,0,0,0,22
flat,kamal residence,sohna road,0.4,7633.0,524.0,Carpet area: 524 (48.68 sq.m.),2,2,1,0.0,North-East,New Property,G69676862,,,524.0,0,0,0,0,1,2,16
flat,shree vardhman victoria,sector 70,1.78,9128.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,3,3+,7.0,North-East,Undefined,N69292306,1950.0,,,0,0,0,1,1,0,49
flat,bestech park view residency,sector 2,0.98,6961.0,1408.0,Super Built up area 1415(131.46 sq.m.),2,2,3,0.0,East,Undefined,Q68401588,1415.0,,,0,0,0,0,0,0,85
flat,rof ananda,sector 95,0.37,5744.0,644.0,Carpet area: 644.12 (59.84 sq.m.),3,2,1,6.0,South-East,Undefined,X69978608,,,644.111776,0,1,0,0,0,2,72
flat,m3m sierra 68,sector 68,1.08,8674.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,1.0,West,Undefined,Z69526410,1245.0,1130.0,930.0,0,0,0,0,0,2,149
house,vipul tatvam villa,sector 48,8.25,38194.0,2160.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4,4,3+,3.0,North-East,Undefined,L66708342,,300.0,240.0,0,0,1,1,0,2,160
flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,1440.0,Carpet area: 1440 (133.78 sq.m.),3,3,3+,3.0,,Under Construction,E69908782,,,1440.0,0,1,0,0,0,0,51
flat,hcbs sports ville,sohna road,0.29,3970.0,730.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,4.0,,Undefined,S68368426,,743.0,519.0,0,0,0,0,0,0,0
flat,vatika india next,sector 82,0.8,6426.0,1245.0,Carpet area: 1245 (115.66 sq.m.),2,2,3,9.0,,Undefined,P69238064,,,1245.0,0,0,0,0,0,0,0
flat,whiteland  the aspen,sector 76,3.5,11917.0,2937.0,Built Up area: 2937 (272.86 sq.m.)Carpet area: 1762 sq.ft. (163.7 sq.m.),3,4,3,8.0,,Undefined,G69383624,,2937.0,1762.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.45,8006.0,1811.0,Super Built up area 1811(168.25 sq.m.)Built Up area: 1711 sq.ft. (158.96 sq.m.)Carpet area: 1611 sq.ft. (149.67 sq.m.),3,3,3,8.0,South-East,Undefined,E70094582,1811.0,1711.0,1611.0,0,0,0,0,0,0,149
flat,vatika lifestyle homes,sector 83,1.15,6552.0,1755.0,Super Built up area 1755(163.04 sq.m.),3,2,3,15.0,,Undefined,F70184408,1755.0,,,0,0,0,0,0,0,37
house,independent,sector 7,3.1,13778.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,North-West,Undefined,X64829024,,2250.0,,0,0,0,0,0,0,22
flat,bestech park view grand spa,sector 81,4.5,10714.0,4200.0,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Undefined,J69142214,4200.0,,,0,0,0,1,0,2,44
flat,emaar palm gardens,sector 83,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,4,3+,6.0,South-West,Undefined,H68350140,,,1500.0,0,0,0,1,0,2,96
house,independent,sector 1,4.75,10556.0,4500.0,Built Up area: 4500 (418.06 sq.m.),6,7,0,4.0,,Undefined,M67903926,,4500.0,,0,0,0,0,0,0,0
house,dlf floors phase 3,sector 24,3.51,12342.0,2844.0,Plot area 316(264.22 sq.m.),4,4,3,4.0,East,Under Construction,H65205940,,2844.0,,1,1,1,1,0,2,160
flat,dlf new town heights,sector 90,1.42,4864.0,2919.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,8.0,East,Undefined,O64172318,2364.0,,,0,0,1,1,0,0,31
flat,dlf the belaire,sector 54,10.0,24557.0,4072.0,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3+,17.0,North,Undefined,A69548058,4072.0,3000.0,2800.0,0,0,0,1,0,1,167
flat,m3m the marina,sector 68,1.0,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2,2,3,21.0,,Undefined,I63440984,,,800.0,0,0,0,0,0,0,31
flat,oriental valley chs,sector 9a,1.5,8108.0,1850.0,Carpet area: 1850 (171.87 sq.m.),4,3,3+,8.0,,Undefined,E69799308,,,1850.0,0,0,0,0,0,0,35
flat,the arzoo cghs,sector 51,2.1,9130.0,2300.0,Built Up area: 2300 (213.68 sq.m.),4,4,3,1.0,,Undefined,W70041250,,2300.0,,0,0,0,0,0,0,58
flat,tulip violet,sector 69,1.32,8411.0,1569.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-West,Undefined,W69354420,1568.0,,,0,1,0,0,0,2,86
flat,parsvnath green ville,sector 48,3.3,9984.0,3305.0,Super Built up area 3905(362.79 sq.m.)Built Up area: 3305 sq.ft. (307.04 sq.m.),5,5,3+,4.0,,Undefined,J17123294,3905.0,3305.0,,0,0,0,1,0,0,71
flat,apna enclave,sector 3,0.8,6153.0,1300.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.),3,3,1,0.0,,Undefined,P37251939,1300.0,1000.0,,0,0,0,0,0,0,0
house,independent,sector 43,2.55,13178.0,1935.0,Built Up area: 215 (179.77 sq.m.),3,3,2,3.0,,Undefined,A69769046,,215.0,,0,0,0,0,0,2,60
flat,indiabulls centrum park,sector 103,1.32,7787.0,1695.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3+,6.0,North-East,Undefined,P69850302,1695.0,1300.0,1200.0,1,0,0,0,0,0,49
flat,afnhb jalvayu vihar,sector 30,0.69,7272.0,949.0,Super Built up area 990(91.97 sq.m.),2,2,1,3.0,North-East,Undefined,I68235500,990.0,,,0,0,0,0,0,0,65
flat,ats triumph,sector 104,2.6,8813.0,2950.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,4,3+,16.0,East,Undefined,Y69218718,3150.0,,2950.0,0,0,0,1,0,2,150
flat,orris aster court,sector 85,0.93,5671.0,1640.0,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,8.0,,Undefined,R69813796,,1587.0,1250.0,0,0,0,0,0,0,0
flat,today callidora,sector 73,0.9,5548.0,1622.0,Built Up area: 1622 (150.69 sq.m.),3,3,3,3.0,East,Under Construction,V39994101,,1622.0,,0,0,0,1,0,0,63
flat,chd avenue,sector 71,1.12,6215.0,1802.0,Super Built up area 1802(167.41 sq.m.),3,4,3,0.0,South-East,Undefined,W69434422,1802.0,,,0,0,0,1,0,0,65
flat,capital residences 360,sector 70a,1.55,7844.0,1976.0,Super Built up area 1976(183.58 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8.0,South,Undefined,Q69662820,1976.0,1600.0,1400.0,1,1,0,1,1,0,42
flat,rof ananda,sector 95,0.32,5827.0,549.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,9.0,North,Undefined,V69978686,,,549.174178,0,1,0,0,0,2,71
flat,sbr minda sec 1 imt manesar,manesar,0.65,4259.0,1526.0,Carpet area: 1526 (141.77 sq.m.),3,2,3+,6.0,South,Undefined,X68197106,,,1526.0,0,0,0,0,0,0,5
flat,hsiidc sidco shivalik apartments,manesar,0.48,3840.0,1250.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2,2,3,7.0,South,Undefined,G70129192,1250.0,,770.0,0,0,0,0,0,0,88
house,eldeco mansionz,sector 48,4.95,20599.0,2403.0,Plot area 267(223.25 sq.m.),7,7,3+,2.0,South,Undefined,K70213896,,2403.0,,1,1,1,1,0,2,145
house,unitech nirvana birch court,sector 50,7.1,283333.0,251.0,Plot area 240(22.3 sq.m.),3,3,3,1.0,East,Undefined,D61488894,,240.0,,0,0,0,1,0,0,49
flat,shree vardhman flora,sector 90,1.25,4854.0,2575.0,Super Built up area 2575(239.23 sq.m.),4,5,2,8.0,South,Undefined,L69230920,2575.0,,,1,0,0,1,0,0,165
flat,suncity vatsal valley,gwal pahari,1.38,12212.0,1130.0,Built Up area: 1130 (104.98 sq.m.),2,2,2,4.0,East,Under Construction,Z69094060,,1130.0,,0,0,0,0,0,0,133
flat,dlf the primus,sector 82a,3.5,13430.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Undefined,W69002892,,,2606.0,1,0,0,0,0,1,49
flat,bestech park view grand spa,sector 81,2.22,8345.0,2660.0,Super Built up area 2660(247.12 sq.m.),3,4,3+,15.0,South-East,Undefined,Z68363354,2660.0,,,0,0,0,1,0,2,174
